id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9611372,Bright space in beautiful area,5238157,Jessica,Brooklyn,Carroll Gardens,40.68002,0.0,Entire home/apt,125,1,5,2016-09-05,0.12,1,0
9612260,Lovely Brooklyn Apt,8871082,Houston,Brooklyn,Carroll Gardens,40.6776,0.0,Entire home/apt,110,5,1,2016-07-02,0.03,1,0
9612938,Studio apt in Historic House Museum,49736436,George,Manhattan,Washington Heights,40.83549,0.0,Entire home/apt,120,3,10,2019-07-01,0.7,2,244
9613369,Beautiful studio - Upper West Side,49737913,Jacqueline,Manhattan,Upper West Side,40.78095,0.0,Entire home/apt,195,3,1,2015-12-22,0.02,1,0
9613541,Open Room for December,49738780,Katie,Queens,Astoria,40.77211,0.0,Private room,100,1,0,2019-06-23,0.72,1,0
9613626,Clean & Simple Brooklyn Bedroom,7371085,Alisha,Brooklyn,Williamsburg,40.70436,0.0,Private room,55,7,2,2016-01-02,0.05,1,0
9614552,Huge brownstone apt. on cute block!,766920,Archie,Brooklyn,Carroll Gardens,40.68316,0.0,Entire home/apt,100,2,4,2016-04-18,0.09,1,0
9614969,Cozy Room in East Harlem,49673620,Vanessa,Manhattan,East Harlem,40.79651,0.0,Private room,60,3,10,2019-01-02,0.23,1,0
9615209,Cozy Studio in Luxury Building LIC,49746656,Elva,Queens,Long Island City,40.74572,0.0,Entire home/apt,85,5,1,2016-08-13,0.03,1,0
9615417,"Private BRoom ,Bathroom & backyard",6628233,Maia,Brooklyn,Bedford-Stuyvesant,40.68534,0.0,Private room,90,4,0,2019-06-23,0.72,1,0
9615485,Spacious private bedroom 1 stop to Manhattan,35320945,Peggy,Manhattan,Roosevelt Island,40.76108,0.0,Private room,70,2,5,2017-03-25,0.14,1,0
9615727,Slice of paradise in Bushwick!,3501254,Brett,Brooklyn,Bushwick,40.70393,0.0,Private room,50,5,1,2016-01-06,0.02,1,66
9615815,Sunny and Cozy apt in Midtown,16396714,Andrea,Manhattan,Kips Bay,40.74054,0.0,Entire home/apt,120,3,1,2017-07-08,0.04,3,0
9616453,Room next to Columbia University,49753169,Juan Luis,Manhattan,Morningside Heights,40.80838,0.0,Private room,75,2,1,2016-01-06,0.02,1,0
9616729,cute and cozy room in brooklyn,49754509,Ornella,Brooklyn,Bedford-Stuyvesant,40.68901,0.0,Private room,31,2,1,2015-12-30,0.02,1,0
9619848,Beautiful apt 2 blocks from Central Park,1509237,Leandro,Manhattan,East Harlem,40.79686,0.0,Entire home/apt,199,2,5,2019-05-02,0.12,2,177
9623722,One of a Kind Duplex Garden Apt,518931,Amal,Manhattan,Harlem,40.80263,0.0,Entire home/apt,260,3,38,2019-07-02,0.94,1,296
9624177,Great modern apt in Williamsburg,623474,Bridget,Brooklyn,Williamsburg,40.70983,0.0,Entire home/apt,200,6,0,2019-06-23,0.72,1,0
9625826,Home Sweet Home in Brooklyn,11497855,Lina,Brooklyn,Prospect-Lefferts Gardens,40.66145,0.0,Private room,65,10,1,2016-01-12,0.02,1,0
9625926,2 bedroom in Cobble Hill,156959,Ekaterina,Brooklyn,Carroll Gardens,40.68406,0.0,Entire home/apt,219,2,0,2019-06-23,0.72,2,0
9627513,Cozy 4br in the heart of Harlem,36792245,Kilandra,Manhattan,Harlem,40.80272,0.0,Private room,60,2,8,2016-08-22,0.19,1,0
9630342,Quiet Studio in Prime East Village,49807312,Ryan,Manhattan,East Village,40.72554,0.0,Entire home/apt,107,3,19,2019-06-23,0.44,1,72
9633119,Feel.Like.A.Local in Williamsburg,47640633,Murat,Brooklyn,Williamsburg,40.71621,0.0,Private room,50,7,0,2019-06-23,0.72,1,0
9633323,EmpireStateView one bedroom apart,23312516,Vera,Queens,Astoria,40.75697,0.0,Entire home/apt,130,3,39,2019-06-30,0.89,1,331
9633740,1 Bedroom within Full Apartment,6753765,Austin,Manhattan,East Village,40.72422,0.0,Shared room,85,2,2,2017-01-04,0.05,3,0
9633920,"Sunny, quiet, minimalist 1 bdrm apt in Brooklyn",7631412,Amy,Brooklyn,Crown Heights,40.66426,0.0,Entire home/apt,80,2,18,2019-05-27,0.42,1,0
9634829,Spacious 1bd in 2bd Harlem/UWS Area,12298772,Harrison,Manhattan,Harlem,40.80464,0.0,Private room,84,2,3,2016-05-21,0.07,1,0
9634880,"Spacious, private living + bedroom in BedStuy",18330683,Iris,Brooklyn,Bedford-Stuyvesant,40.68608,0.0,Private room,63,3,15,2018-09-16,0.35,1,0
9635223,Beautiful Red Brick Room,49827772,Rebecca,Brooklyn,Bedford-Stuyvesant,40.68661,0.0,Private room,45,2,1,2016-01-02,0.02,1,0
9635880,Private room in Lux Boho Loft,49742862,Angela,Brooklyn,Greenpoint,40.73168,0.0,Private room,160,2,5,2018-03-31,0.12,2,0
9635981,Sweet apt by Prospect Park - 20 minutes from NYC,298841,Ella,Brooklyn,Windsor Terrace,40.65992,0.0,Private room,63,2,22,2019-05-14,0.51,1,48
9644430,Cosy room in a sunny Brooklyn flat,11132113,Arno,Brooklyn,Bedford-Stuyvesant,40.68673,0.0,Private room,45,3,1,2016-01-09,0.02,1,0
9644961,Amazing loft in Williamsburg,7897771,Nour,Brooklyn,Williamsburg,40.71769,0.0,Private room,115,3,3,2016-01-26,0.07,1,0
9645338,Lovely room in prime Crown Heights,14965776,Kyra,Brooklyn,Crown Heights,40.66931,0.0,Private room,55,5,5,2017-08-04,0.12,1,0
9645768,Prime West village studio apartment,49873719,Jil,Manhattan,West Village,40.72941,0.0,Entire home/apt,150,7,0,2019-06-23,0.72,1,0
9645934,Great NYC Apt in Forest Hills,2204011,Beto,Queens,Forest Hills,40.71322,0.0,Entire home/apt,100,4,11,2019-01-15,0.31,1,15
9646346,Large 1 Bed Apartment East Village,18668835,Elaine,Manhattan,East Village,40.7233,0.0,Entire home/apt,190,1,0,2019-06-23,0.72,1,0
9646874,"Cozy, bohemian, modern oasis",1120455,Shetal,Brooklyn,Greenpoint,40.72798,0.0,Entire home/apt,150,7,0,2019-06-23,0.72,1,0
9647235,Excellent condition condo Apt,49879147,Rohit,Queens,Forest Hills,40.7276,0.0,Private room,75,1,0,2019-06-23,0.72,1,0
9652170,Best Location in S. Williamsburg,49898234,Lemuel,Brooklyn,Williamsburg,40.71205,0.0,Private room,60,7,0,2019-06-23,0.72,1,0
9652365,Sunny Room in Design Loft - Heart of Greenpoint,16356851,Sophia,Brooklyn,Greenpoint,40.73419,0.0,Private room,115,5,24,2019-05-19,0.56,2,179
9652413,1 Bedroom Near Columbia/Morningside,17065519,Chelsea,Manhattan,Harlem,40.80407,0.0,Entire home/apt,89,1,1,2015-12-26,0.02,1,0
9652438,"Private room in Bushwick, Brooklyn",8308648,Kristina,Brooklyn,Bushwick,40.68781,0.0,Private room,70,1,5,2018-07-09,0.14,2,0
9652591,Cozy comfort minutes to Manhattan!,22855974,Lauren + Reggie,Queens,Astoria,40.76561,0.0,Private room,89,2,53,2019-06-30,1.33,1,39
9653005,Lovely apartment near Prospect Park,4878479,Patrik,Brooklyn,Crown Heights,40.67629,0.0,Entire home/apt,130,5,0,2019-06-23,0.72,1,0
9660751,1 BR in heart of East Village,45166068,Derrick,Manhattan,East Village,40.72316,0.0,Entire home/apt,200,2,8,2017-01-01,0.19,1,188
9662070,Large private bedroom in bushwick,506208,Erin,Brooklyn,Bushwick,40.70435,0.0,Private room,65,1,2,2016-07-24,0.06,1,0
9664497,Room in Modern Brooklyn Apartment,32173907,Oliver,Brooklyn,Bushwick,40.70433,0.0,Private room,55,3,6,2017-04-14,0.14,1,0
9665709,Spacious 1 BR apartment,49951208,Steven,Queens,Long Island City,40.74391,0.0,Entire home/apt,120,2,0,2019-06-23,0.72,1,0
9668948,Huge affordable studio in Wash Hts,13197498,Tazo,Manhattan,Washington Heights,40.85,0.0,Entire home/apt,95,7,0,2019-06-23,0.72,1,0
9669305,Mid Nolita Soho Lit. Italy Village,49967558,Joao,Manhattan,NoHo,40.72459,0.0,Entire home/apt,145,1,3,2016-01-01,0.07,1,0
9674880,"Large bright room,near Times Square",30312537,Mounia,Manhattan,Hell's Kitchen,40.7608,0.0,Private room,95,3,0,2019-06-23,0.72,1,0
9675061,Cozy 1 BR on the Upper East Side,23048845,Carolin,Manhattan,Upper East Side,40.7718,0.0,Entire home/apt,160,2,0,2019-06-23,0.72,1,0
9675609,HUGE sunny room in Williamsburg-2 min from L train,5480274,Mia,Brooklyn,Williamsburg,40.70997,0.0,Private room,80,2,9,2017-11-06,0.41,1,0
9676482,Sunny Loft Apartment 5 min. Walk to Pratt! #01401,9966670,Gene,Brooklyn,Bedford-Stuyvesant,40.68986,0.0,Entire home/apt,125,3,42,2019-07-02,0.98,1,226
9676890,Spacious Room available,1387286,Felicia,Brooklyn,Williamsburg,40.70796,0.0,Private room,65,1,1,2016-04-02,0.03,2,0
9677912,"3 BR 2 BA Brownstone Duplex, Yard, sleeps 6, W/E +",50001799,Halona,Brooklyn,Bedford-Stuyvesant,40.69218,0.0,Entire home/apt,220,2,26,2019-06-30,0.61,1,8
9678327,Bright Williamsburg Apartment,5731898,Sofia,Brooklyn,Williamsburg,40.71,0.0,Private room,200,5,8,2017-08-28,0.19,2,0
9678488,Studio in the Heart of WVillage,50003858,Michael,Manhattan,West Village,40.73702,0.0,Entire home/apt,200,1,5,2017-04-16,0.12,1,0
9678870,Sunny Heart of Park Slope 1 Bedroom,50005319,Chris,Brooklyn,Park Slope,40.67632,0.0,Entire home/apt,160,4,0,2019-06-23,0.72,1,0
9679058,Private bedroom in Williamsburg,5731898,Sofia,Brooklyn,Williamsburg,40.70794,0.0,Private room,90,3,28,2017-12-10,0.65,2,0
9679278,Our Unique 3br Home in Bushwick,50006995,Josh And Amanda,Brooklyn,Bushwick,40.7005,0.0,Entire home/apt,230,1,1,2016-01-05,0.02,1,0
9679289,"Entire Large Basement, very quiet.",50006975,William,Brooklyn,Bushwick,40.70633,0.0,Private room,55,1,1,2016-01-05,0.02,1,0
9679310,Two Large Rooms in Union Sq Duplex,25165109,Alex,Manhattan,Gramercy,40.73429,0.0,Private room,160,2,1,2015-12-13,0.02,1,0
9679337,Huge private room in the heart of Williamsburg,4369380,Emmanuel,Brooklyn,Williamsburg,40.71436,0.0,Private room,46,3,11,2017-05-22,0.26,1,0
9679935,"Wyndham Resort Midtown 45 NYC Studio Sep 1-4, 2019",24199235,Dar,Manhattan,Midtown,40.75328,0.0,Private room,224,3,0,2019-06-23,0.72,1,3
9682617,mid century modern apartment,50015739,Anne,Manhattan,Murray Hill,40.74695,0.0,Entire home/apt,300,2,13,2017-04-24,0.3,1,0
9682862,Large Apartment in Manhattan!,50016613,Becky,Manhattan,Harlem,40.8241,0.0,Private room,100,3,1,2016-03-28,0.03,1,0
9683486,Mater bedroom in Roosevelt Island,39093118,Song,Manhattan,Roosevelt Island,40.75965,0.0,Private room,100,1,0,2019-06-23,0.72,1,0
9683691,Spacious Room + Separate Office,1885068,Joe,Brooklyn,Flatbush,40.65373,0.0,Private room,47,1,0,2019-06-23,0.72,1,0
9684366,"UWS, Big Private Room, CP + Metro!",16024390,M,Manhattan,Upper West Side,40.79499,0.0,Private room,139,1,0,2019-06-23,0.72,1,0
9684503,Big Comfy Bedroom 20 mins from Midtown Manhattan!,50024703,Emily,Queens,Astoria,40.75658,0.0,Private room,68,3,6,2017-10-07,0.14,1,0
9684732,Spacious pre-war apartment in Crown Heights,11054692,Samuel,Brooklyn,Crown Heights,40.66951,0.0,Entire home/apt,110,1,0,2019-06-23,0.72,1,0
9684998,Sunny 1 bedroom in Upper East Side,6115134,Masa,Manhattan,Upper East Side,40.77849,0.0,Entire home/apt,112,4,13,2019-03-08,0.3,1,0
9685104,Beautiful room at nice NYC location,46846064,Frahydel,Manhattan,Roosevelt Island,40.76359,0.0,Private room,85,3,32,2018-12-29,0.9,2,0
9685213,Winter Sublet 24Dec-18Jan (Midtown),50028109,Kriti,Manhattan,Morningside Heights,40.81109,0.0,Private room,55,1,0,2019-06-23,0.72,1,0
9685865,Pvt Room W/Pvt Bathroom; NO KITCHEN!,50031308,Raj,Brooklyn,Midwood,40.63009,0.0,Private room,55,4,47,2019-07-03,1.09,1,304
9686167,Beautiful Large Bedroom on UWS !!,50032395,Wayne And Yesim,Manhattan,Upper West Side,40.80023,0.0,Private room,85,1,7,2016-04-02,0.16,2,188
9689359,Cozy & Modern ..... 2 Bedroom,50045329,Joann,Brooklyn,Dyker Heights,40.6186,0.0,Entire home/apt,160,3,52,2019-06-29,1.2,1,291
9689477,Large Studio - Lincoln Center,42694270,Thomas,Manhattan,Upper West Side,40.77401,0.0,Entire home/apt,155,4,6,2017-08-02,0.14,1,0
9690687,Huge Brooklyn Apartment,2088995,Padraic,Brooklyn,Flatbush,40.65326,0.0,Entire home/apt,70,2,1,2019-04-10,0.33,1,0
9691204,Spacious / Garden Condo Ft. Greene,50053165,Carina,Brooklyn,Fort Greene,40.68574,0.0,Entire home/apt,185,1,1,2015-12-31,0.02,1,0
9691842,"New, Bright&Spacious cool apartment",38596175,Noa,Brooklyn,Williamsburg,40.71654,0.0,Entire home/apt,90,7,0,2019-06-23,0.72,1,0
9692074,Student apt. 3 minutes from the 1/C,34796316,Tripp,Manhattan,Morningside Heights,40.80562,0.0,Private room,200,7,1,2016-01-18,0.02,1,0
9692090,LES Private Bedroom,9507017,Andrew,Manhattan,Lower East Side,40.71954,0.0,Private room,58,10,0,2019-06-23,0.72,1,0
9692205,East Manhattan (March 10th-18th),42950170,Jenn,Manhattan,East Village,40.72636,0.0,Private room,70,4,2,2017-03-10,0.05,1,0
9692740,Convenient apartment in Manhattan,50013026,Abby,Manhattan,Upper West Side,40.80012,0.0,Private room,50,1,2,2015-12-04,0.05,1,0
9693080,Entire 1BR apartment in NYC,634195,Luis,Queens,Sunnyside,40.74509,0.0,Entire home/apt,85,4,2,2016-08-11,0.05,1,0
9693821,2 Bedroom + Futon - Manhattan,35321358,Collin,Manhattan,East Harlem,40.78626,0.0,Entire home/apt,200,6,0,2019-06-23,0.72,1,0
9694001,West Village Studio Apartment,28422539,Tomas,Manhattan,West Village,40.73713,0.0,Entire home/apt,250,7,0,2019-06-23,0.72,1,0
9694297,Private room in Historic Queens NY,50064597,David,Queens,Woodhaven,40.69472,0.0,Private room,45,2,5,2017-08-21,0.12,1,0
9694633,Renovated Greenpoint Apartment,3245480,Mike,Brooklyn,Greenpoint,40.73154,0.0,Entire home/apt,109,4,4,2019-01-01,0.09,1,0
9695552,Comfty 1BR apt in Upper West Side,14651590,Eva,Manhattan,Morningside Heights,40.80462,0.0,Entire home/apt,150,7,4,2017-01-04,0.09,1,0
9696307,"Small, cozy studio in the UWS",25499953,Magdalena,Manhattan,Upper West Side,40.80246,0.0,Entire home/apt,100,2,1,2016-02-14,0.02,1,0
9697749,Private bedroom in BedStuy!,43380791,Ali,Brooklyn,Bedford-Stuyvesant,40.68762,0.0,Private room,28,10,1,2016-01-06,0.02,1,0
9697969,East Village 3 Bedroom Apt,50080673,Eric,Manhattan,East Village,40.73033,0.0,Private room,101,1,0,2019-06-23,0.72,1,0
9698613,"1 Bedroom Sublet in Astoria, NY",50084376,Asijah,Queens,Ditmars Steinway,40.77472,0.0,Private room,35,1,2,2016-01-05,0.05,1,0
9698691,"Big 1 Bed, kitchen, living room, TV",50084137,Andrew,Queens,Jackson Heights,40.75251,0.0,Entire home/apt,105,7,2,2016-01-31,0.05,1,0
9698905,Cozy private room w/ensuite bathroom!!,2262706,Shabari,Brooklyn,Carroll Gardens,40.68378,0.0,Private room,95,1,2,2017-04-23,0.06,1,0
9699378,"Spacious, Quiet, 20 steps to subway",24445542,Nicole,Manhattan,Harlem,40.82569,0.0,Private room,65,2,0,2019-06-23,0.72,1,0
9699559,Newly Renovated Midtown Apartment,3655401,Stephen,Manhattan,Kips Bay,40.74106,0.0,Entire home/apt,150,3,2,2016-01-02,0.05,1,0
9703075,2BR in Beautiful Brownstone!!!,38014669,Stephanie,Brooklyn,Bushwick,40.68996,0.0,Entire home/apt,113,7,38,2019-05-24,0.94,1,355
9705782,Spacious Brooklyn Brownstone 3BR+,8144242,Kerry,Brooklyn,Bedford-Stuyvesant,40.68382,0.0,Entire home/apt,300,2,24,2017-07-04,0.56,1,0
9705958,"Comfy, family-friendly BedStuy apt",20007675,Veleda And Orion,Brooklyn,Bedford-Stuyvesant,40.68389,0.0,Entire home/apt,65,2,4,2016-01-13,0.09,1,0
9706724,Cozy Apartment in Crown Heights,50086145,Liam,Brooklyn,Crown Heights,40.66916,0.0,Private room,55,2,5,2017-01-01,0.12,1,0
9707469,"Brooklyn Heights ""Tree House""",7185488,Jeff,Brooklyn,Brooklyn Heights,40.69565,0.0,Entire home/apt,150,8,0,2019-06-23,0.72,1,0
9707531,Bright & Clean 1bed apt *PRIME* LES,35671352,Erin,Manhattan,Lower East Side,40.71941,0.0,Entire home/apt,160,1,2,2016-03-20,0.05,1,0
9707671,Cozy Apartment,14811787,Will,Manhattan,Upper East Side,40.76675,0.0,Private room,135,2,10,2019-07-01,0.23,2,339
9707735,Entire 2 BR Williamsburg Apt (parking/near train),15647614,Lin,Brooklyn,Williamsburg,40.7162,0.0,Entire home/apt,175,1,11,2019-05-12,0.36,2,37
9708577,Miriams Place,50126257,Miriam,Brooklyn,Borough Park,40.63692,0.0,Entire home/apt,300,2,51,2019-06-30,2.06,1,297
9709428,Apt Williamsburg! Perfect location!,40044130,Daniela,Brooklyn,Williamsburg,40.71009,0.0,Private room,80,6,2,2016-06-13,0.05,1,0
9709801,Large room,50131208,Rob,Queens,Astoria,40.76994,0.0,Private room,40,1,0,2019-06-23,0.72,1,0
9710620,1-bed Apt in Crown Heights,7027191,Matthew,Brooklyn,Crown Heights,40.6773,0.0,Entire home/apt,84,10,2,2017-01-22,0.05,1,0
9712796,Charming Upper West Side 1BR Apt,50143518,Penda And Sebastien,Manhattan,Upper West Side,40.80172,0.0,Entire home/apt,135,4,0,2019-06-23,0.72,1,0
9712829,Light and Airy Loft in Williamsburg,8262339,Michael,Brooklyn,Williamsburg,40.71287,0.0,Entire home/apt,200,3,3,2019-05-05,0.42,1,0
9713048,Large Bedstuy/Bushwick Room,50144624,Christian,Brooklyn,Bedford-Stuyvesant,40.69444,0.0,Private room,47,2,2,2016-06-10,0.05,1,0
9713116,Cheerful 1BR Bed-Stuy Apartment with Cat,50144878,Bailey,Brooklyn,Bedford-Stuyvesant,40.68362,0.0,Entire home/apt,50,7,1,2016-08-01,0.03,1,0
9713594,Cozy roof top apartment,11575335,Alejandro,Brooklyn,Crown Heights,40.67762,0.0,Private room,95,2,9,2017-09-09,0.21,1,342
9713626,Meatpacking - Luxury Brownstone,13148824,Ali,Manhattan,Chelsea,40.74186,0.0,Entire home/apt,280,2,6,2017-01-01,0.14,1,0
9713934,Beautiful Apartment in the heart of Brooklyn,16164068,Richard,Brooklyn,Bedford-Stuyvesant,40.68,0.0,Private room,50,3,5,2017-05-29,0.13,1,0
9713997,Extra BR in dreamlike soho loft,1317360,John,Manhattan,SoHo,40.72145,0.0,Private room,200,1,16,2019-05-22,0.83,2,365
9714004,Spacious and Bright Two Bedroom Bedroom Apartment.,50148553,Anna,Manhattan,Theater District,40.76278,0.0,Private room,197,3,18,2017-09-08,0.46,1,0
9714870,Lovely Brooklyn Garden Apt,202665,Joy & Jesse,Brooklyn,Bedford-Stuyvesant,40.68675,0.0,Entire home/apt,120,5,4,2017-11-25,0.12,1,0
9715404,1 Bedroom in the Upper East Side,6105861,Shayan,Manhattan,Upper East Side,40.76496,0.0,Private room,100,1,0,2019-06-23,0.72,1,0
9715759,nice small room in upper east side,43198464,Geoffray,Manhattan,Upper East Side,40.7651,0.0,Private room,84,1,0,2019-06-23,0.72,1,0
9715891,"Rooftop, Doorman, Luxury Building",6365575,Samir,Queens,Long Island City,40.74723,0.0,Entire home/apt,200,3,0,2019-06-23,0.72,1,0
9715973,Amazing view midtown studio,50157334,Ada,Manhattan,Kips Bay,40.74285,0.0,Entire home/apt,150,5,1,2015-12-27,0.02,1,0
9716437,Chill Gramercy Flat,956269,Justin,Manhattan,Gramercy,40.73725,0.0,Entire home/apt,195,3,19,2019-06-21,0.43,1,34
9717662,"Serene, Spacious Bedroom in 2BR Apt",4549440,HanJie,Manhattan,Harlem,40.82347,0.0,Private room,37,1,0,2019-06-23,0.72,1,0
9717766,Cozy studio,50165358,Ekaterina,Manhattan,Murray Hill,40.74987,0.0,Entire home/apt,200,1,0,2019-06-23,0.72,1,0
9724452,Small cozy studio WashingtonHeights,45198805,Erika,Manhattan,Washington Heights,40.83288,0.0,Entire home/apt,70,1,0,2019-06-23,0.72,1,0
9726043,Family apt w/ junglegym-bed for kids,292084,Liliana,Brooklyn,Kensington,40.64463,0.0,Entire home/apt,95,7,5,2019-07-05,0.12,1,59
9726143,"Huge 1-Bedroom, A+ Midtown Location",37803660,Adrienne,Manhattan,Midtown,40.75088,0.0,Entire home/apt,199,4,1,2016-01-05,0.02,1,0
9727332,"Bedroom in Brooklyn, NYC",50199816,Meaghan,Brooklyn,Bushwick,40.70168,0.0,Private room,45,1,1,2015-12-23,0.02,1,0
9728168,*Manhattan Luxury Apt - Walk to TSQ,5124437,Anna,Manhattan,Hell's Kitchen,40.76172,0.0,Entire home/apt,189,3,4,2015-12-15,0.09,1,0
9728203,Sunny Room in heart of Crwn Heights,3758471,Stephanie,Brooklyn,Crown Heights,40.6744,0.0,Private room,50,2,1,2016-01-02,0.02,2,0
9728739,Luxury private room near Times Sqr,27163319,Stefano,Manhattan,Hell's Kitchen,40.76444,0.0,Private room,120,5,0,2019-06-23,0.72,1,8
9730117,Carriage House Loft with Fireplace,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68968,0.0,Entire home/apt,250,1,11,2018-10-29,0.32,3,365
9730784,Private Space in Lower East Side,1038645,Kim,Manhattan,Lower East Side,40.72133,0.0,Private room,140,1,5,2018-05-15,0.12,1,0
9731039,Studio/Office in heart of Sunnyside,50213378,Mark,Queens,Sunnyside,40.74463,0.0,Entire home/apt,99,1,0,2019-06-23,0.72,1,0
9731178,Spacious duplex in Bed Stuy,8693741,John,Brooklyn,Bedford-Stuyvesant,40.69616,0.0,Private room,35,1,2,2016-06-27,0.05,1,0
9731739,2BR - TIMES SQUARE - MODERN,34939187,Meredith,Manhattan,Hell's Kitchen,40.76564,0.0,Entire home/apt,195,3,30,2016-10-23,0.68,1,0
9732432,2nd floor bedroom in Bushwick house,14974205,Gabriel,Brooklyn,Bushwick,40.69351,0.0,Private room,35,1,1,2016-01-14,0.02,1,0
9732612,LARGE TRIBECA LOFT WITH ROOF DECK,33624354,Joshua,Manhattan,Tribeca,40.72117,0.0,Entire home/apt,250,1,1,2015-12-24,0.02,1,0
9732834,"Sunny,Cool,Greenpoint apartment...",50220666,Rodin,Brooklyn,Greenpoint,40.72594,0.0,Private room,70,7,2,2018-07-14,0.05,1,0
9733138,Large 1BR with yard in Williamsburg,14800483,Elliot,Brooklyn,Williamsburg,40.71702,0.0,Entire home/apt,140,7,0,2019-06-23,0.72,1,0
9733280,"Quiet, 1 Bedroom, Patio, Gramercy",11763414,Ashley,Manhattan,Gramercy,40.73606,0.0,Entire home/apt,149,7,13,2018-04-03,0.33,1,0
9735503,Full 1BR+Balcony 17min to Midtown,166014,Matt & Virginia,Queens,Astoria,40.77066,0.0,Entire home/apt,100,7,2,2016-08-06,0.05,1,0
9735931,Private room in spacious apartment,6501582,Gaia,Brooklyn,Crown Heights,40.67693,0.0,Private room,50,7,11,2019-05-12,0.26,1,0
9736071,COOL STUDIO IN THE HEART OF MIDTOWN,17870643,Matt,Manhattan,Midtown,40.75843,0.0,Entire home/apt,195,1,0,2019-06-23,0.72,1,0
9736123,Spacious 1BR with river view in the heart of NYC,19135883,Thales,Manhattan,Kips Bay,40.74178,0.0,Entire home/apt,260,4,15,2018-10-15,0.35,1,34
9737064,Amazing 2 BR apt in West Village,33075414,Joakim,Manhattan,West Village,40.73053,0.0,Entire home/apt,250,3,3,2019-06-03,0.08,1,16
9737362,Spacious 2B apt - KipsBay Manhattan,14786085,Andrew,Manhattan,Kips Bay,40.74302,0.0,Entire home/apt,275,5,3,2016-07-30,0.08,1,0
9737516,Awesome Williamsburg Apartment,9392189,Collin,Brooklyn,Williamsburg,40.71134,0.0,Entire home/apt,325,5,0,2019-06-23,0.72,1,0
9738193,Private Room in Gorgeous Loft Space,30968452,Ellen,Brooklyn,Bushwick,40.68881,0.0,Private room,75,3,5,2018-01-02,0.12,1,365
9738605,Bedford Palace,50054847,Lauryn,Brooklyn,Crown Heights,40.66842,0.0,Private room,100,1,0,2019-06-23,0.72,1,0
9739888,One room in a 4 bedroom apaprtment.,50252837,Abhinaya,Manhattan,Harlem,40.81656,0.0,Private room,45,1,0,2019-06-23,0.72,1,0
9740150,Bright and Cosy bedroom,50145118,Sonia,Manhattan,Harlem,40.80857,0.0,Private room,89,1,19,2019-01-04,0.44,3,0
9740264,Bright Studio in Harlem Near Trains,11462920,Ijeoma,Manhattan,Harlem,40.81788,0.0,Entire home/apt,75,2,19,2016-06-14,0.44,1,0
9740386,Chic 1 BR in Meatpackiing,50255130,Mary,Manhattan,Chelsea,40.74098,0.0,Entire home/apt,175,4,0,2019-06-23,0.72,1,0
9745297,Big Bedroom in Huge Loft Apartment,18830662,Jack,Manhattan,SoHo,40.72051,0.0,Private room,75,1,1,2015-12-17,0.02,2,0
9745484,"Sun-filled 1 Bdrm, Above Subway",7230698,Megan,Manhattan,Harlem,40.82749,0.0,Entire home/apt,102,5,20,2018-07-22,0.52,2,18
9746225,"Sunny, clean, contemporary Soho Apt",14005489,Jonathan,Manhattan,SoHo,40.72823,0.0,Entire home/apt,250,4,0,2019-06-23,0.72,1,0
9747059,"UWS, Close to Park, Shops, Transpor",50282201,Dinara,Manhattan,Upper West Side,40.80027,0.0,Private room,120,1,0,2019-06-23,0.72,1,0
9747647,Big and sunny room in Greenpoint,8768792,Fernando,Brooklyn,Greenpoint,40.72449,0.0,Private room,70,5,1,2015-12-15,0.02,1,0
9747682,"Private, Serene, Exposed Brick Realness Brownstone",4018726,Lorraine,Brooklyn,Bedford-Stuyvesant,40.69297,0.0,Private room,63,3,6,2019-06-30,2.77,1,60
9748012,"Lovely, 2BR sun filled apartment",9895399,Julian,Brooklyn,Greenpoint,40.72484,0.0,Entire home/apt,100,6,1,2016-01-05,0.02,1,0
9749211,Studio- Prime East Village Location,50289490,Michael,Manhattan,East Village,40.72613,0.0,Entire home/apt,140,5,0,2019-06-23,0.72,1,0
9749603,New York artistic house &Queens,19256647,Jiao,Queens,Flushing,40.73157,0.0,Entire home/apt,65,7,0,2019-06-23,0.72,1,0
9750308,Bushwick artist den: 1 min to L train AC +backyard,50291368,Zoey,Brooklyn,Bushwick,40.6882,0.0,Private room,46,2,18,2019-04-27,0.42,1,0
9752053,"Private room in Greenpoint, BK",1587834,Bradford,Brooklyn,Greenpoint,40.72212,0.0,Private room,65,2,0,2019-06-23,0.72,1,0
9753443,Big Studio W/ Prive Patio +Amenity,2147475,Will,Brooklyn,Greenpoint,40.72107,0.0,Entire home/apt,159,1,3,2017-01-02,0.1,1,0
9754751,Large 1 Bedroom Apartment,19067539,Rajesh,Queens,Kew Gardens,40.70344,0.0,Entire home/apt,100,1,2,2017-08-10,0.09,1,0
9754968,Sunny Manhattan Apartment!!,10611392,Lola,Manhattan,East Harlem,40.79331,0.0,Entire home/apt,250,4,13,2018-10-08,0.32,1,35
9755074,Parkside Brooklyn Brownstone,33401596,Luke,Brooklyn,Bedford-Stuyvesant,40.69048,0.0,Entire home/apt,120,3,5,2016-06-27,0.12,1,0
